order_id,customer_id,order_date,amount,currency,status,items,is_valid_amount,is_outlier,name,email,country,signup_date,email_missing,payment_date,payment_method,paid_amount,order_year,payment_delay_days,is_fully_paid
O00140,C0046,2025-11-29,328.88,GBP,Pending,"[{'sku': 'SKU378', 'qty': 2, 'unit_price': 47.14}, {'sku': 'SKU449', 'qty': 3, 'unit_price': 69.99}, {'sku': 'SKU734', 'qty': 3, 'unit_price': 103.33}, {'sku': 'SKU673', 'qty': 2, 'unit_price': 5.0}]",True,False,Kavya Sharma,kavya.sharma@mail.com,In,2025/05/12,False,,,0.0,2025.0,,False
O00141,C0032,2025-06-21,229.54,EUR,Return,,True,False,Karan Sharma,karan.sharma@mail.com,U.K.,11/09/2025,False,,,0.0,2025.0,,False
O00142,C0057,2026-01-19,-33.47,EUR,Pending,,False,False,  Kavya Das  ,kavya.das@corp.org,Spain,01/09/2024,False,,,0.0,2026.0,,True
O00143,C0027,2025-11-04,287.05,EUR,Return,,True,False,Meera Jain,meera.jain@corp.org,United States,29/03/2025,False,,,0.0,2025.0,,False
O00144,C0007,2025-11-03,379.72,GBP,Pending,,True,False,Søren Jain,søren.jain@corp.org,United Kingdom,2024/02/29,False,,,0.0,2025.0,,False
O00145,C0035,2025-11-17,1.0,EUR,Canceled,"[{'sku': 'SKU211', 'qty': 1, 'unit_price': 106.17}, {'sku': 'SKU495', 'qty': 3, 'unit_price': 82.77}, {'sku': 'SKU918', 'qty': 2, 'unit_price': 38.4}, {'sku': 'SKU963', 'qty': 3, 'unit_price': 22.11}]",True,False,Vihaan Verma,MISSING,France,11/12/2024,True,,,0.0,2025.0,,False
O00146,C0051,2025-04-27,86.73,GBP,Shipped,,True,False,Manish Sharma,MISSING,In,2026/01/13,True,,UPI,86.73,2025.0,,True
O00147,C0009,2025-09-01,296.46,EUR,Pending,,True,False,Karan Gupta,karan.gupta@corp.org,U.S.,27-Apr-2025,False,,,0.0,2025.0,,False
O00148,C0048,2025-04-02,418.15,EUR,Return,"[{'sku': 'SKU925', 'qty': 3, 'unit_price': 71.54}, {'sku': 'SKU746', 'qty': 1, 'unit_price': 27.82}]",True,False,Ira Khan,invalid_email,U.K.,2024/01/10,False,,,0.0,2025.0,,False
O00149,C0040,2025-04-19,155.45,EUR,Cancelled,"[{'sku': 'SKU752', 'qty': 3, 'unit_price': 125.81}]",True,False,Manish Jain,manish.jain@mail.com,Germany,18-Jun-2024,False,,,0.0,2025.0,,False
O00150,C0048,2025-04-24,376.85,EUR,Pending,,True,False,Ira Khan,invalid_email,U.K.,2024/01/10,False,,,0.0,2025.0,,False
O00151,C9005,2025-04-07,-15.78,USD,Refunded,,False,False,,,,,,,,0.0,2025.0,,True
O00152,C0036,2026-01-24,283.95,USD,Pending,,True,False,  Kabir Iyer  ,kabir.iyer@corp.org,Spain,2024-09-11,False,,,0.0,2026.0,,False
O00153,C0007,2025-11-06,137.32,INR,Complete,,True,False,Søren Jain,søren.jain@corp.org,United Kingdom,2024/02/29,False,,,0.0,2025.0,,False
O00154,C0048,2025-08-10,394.74,GBP,Refunded,,True,False,Ira Khan,invalid_email,U.K.,2024/01/10,False,,,0.0,2025.0,,False
O00155,C0059,2025-10-14,0.0,EUR,Completed,,False,False,Rahul Gupta,rahul.gupta@example.com,France,12/05/2025,False,,,0.0,2025.0,,True
O00156,C0041,2025-12-16,280.69,INR,Pending,"[{'sku': 'SKU786', 'qty': 1, 'unit_price': 58.32}, {'sku': 'SKU132', 'qty': 1, 'unit_price': 80.14}, {'sku': 'SKU346', 'qty': 2, 'unit_price': 106.48}, {'sku': 'SKU394', 'qty': 1, 'unit_price': 23.4}]",True,False,Sneha Das,sneha.das@corp.org,De,02-Oct-2025,False,,,0.0,2025.0,,False
O00157,C0011,2025-10-29,362.15,GBP,Return,,True,False,José Nair,josé.nair@corp.org,France,09-15-2025,False,,,0.0,2025.0,,False
O00158,C0015,2025-06-09,235.51,INR,Canceled,"[{'sku': 'SKU757', 'qty': 3, 'unit_price': 25.06}]",True,False,Ishaan Khan,ishaan.khan@corp.org,United Kingdom,06-24-2025,False,,,0.0,2025.0,,False
O00159,C0048,2026-01-05,449.74,USD,Pending,"[{'sku': 'SKU612', 'qty': 2, 'unit_price': 80.36}]",True,False,Ira Khan,invalid_email,U.K.,2024/01/10,False,,,0.0,2026.0,,False
O00160,C0032,2025-11-04,44.72,GBP,Completed,,True,False,Karan Sharma,karan.sharma@mail.com,U.K.,11/09/2025,False,2025-07-13,Card,44.72,2025.0,-114.0,True
O00161,C0049,2025-09-13,241.12,USD,Pending,,True,False,Dev Khan,dev.khan@example.com,India,15-Dec-2024,False,,,0.0,2025.0,,False
O00162,C0039,2025-07-17,0.0,USD,Canceled,,False,False,Meera Verma,meera.verma@corp.org,Spain,04-19-2024,False,,,0.0,2025.0,,True
O00163,C0005,2025-12-08,226.65,USD,Complete,"[{'sku': 'SKU482', 'qty': 2, 'unit_price': 48.68}]",True,False,Rohan Nair,rohan.nair@mail.com,Us,01-Oct-2024,False,2025-05-22,PayPal,226.65,2025.0,-200.0,True
O00164,C9001,2025-11-01,0.0,USD,Completed,,False,False,,,,,,,,0.0,2025.0,,True
O00165,C0039,2025-11-01,366.7,EUR,Cancelled,"[{'sku': 'SKU843', 'qty': 3, 'unit_price': 32.0}, {'sku': 'SKU895', 'qty': 3, 'unit_price': 49.44}, {'sku': 'SKU855', 'qty': 2, 'unit_price': 122.5}, {'sku': 'SKU459', 'qty': 1, 'unit_price': 20.51}]",True,False,Meera Verma,meera.verma@corp.org,Spain,04-19-2024,False,,,0.0,2025.0,,False
O00166,C9005,2026-10-02,199.34,GBP,Unknown,"[{'sku': 'SKU960', 'qty': 1, 'unit_price': 61.75}, {'sku': 'SKU546', 'qty': 1, 'unit_price': 6.8100000000000005}]",True,False,,,,,,,,0.0,2026.0,,False
O00167,C0052,2025-04-04,348.11,EUR,Complete,"[{'sku': 'SKU577', 'qty': 2, 'unit_price': 60.23}]",True,False,Meera Singh,meera.singh@mail.com,De,30/09/2024,False,2025-10-31,Bank Transfer,348.11,2025.0,210.0,True
O00168,C0052,2026-01-18,370.75,GBP,Pending,,True,False,Meera Singh,meera.singh@mail.com,De,30/09/2024,False,,,0.0,2026.0,,False
O00169,C0001,2025-11-10,138.82,GBP,Refunded,,True,False,Anaya Mehta,anaya.mehta@example.com,In,30-Sep-2025,False,,,0.0,2025.0,,False
O00170,C0010,2025-10-15,105.11,INR,Completed,,True,False,Maya Jain,maya.jain@example.com,Spain,2024/09/23,False,,Cash,105.11,2025.0,,True
O00171,C0052,2025-10-04,90.81,GBP,Pending,,True,False,Meera Singh,meera.singh@mail.com,De,30/09/2024,False,,,0.0,2025.0,,False
O00172,C0059,2025-07-16,49.19,GBP,Completed,,True,False,Rahul Gupta,rahul.gupta@example.com,France,12/05/2025,False,,Bank Transfer,49.19,2025.0,,True
O00173,C0019,2025-05-23,240.38,GBP,Completed,,True,False,Ishaan Roy,ishaan.roy@example.com,United States,03-14-2024,False,2026-03-02,PayPal,240.38,2025.0,283.0,True
O00174,C0015,2025-04-10,323.35,EUR,Pending,,True,False,Ishaan Khan,ishaan.khan@corp.org,United Kingdom,06-24-2025,False,,,0.0,2025.0,,False
O00175,C0007,2026-12-01,81.95,GBP,Cancelled,,True,False,Søren Jain,søren.jain@corp.org,United Kingdom,2024/02/29,False,,,0.0,2026.0,,False
O00176,C0039,2025-12-02,-6.08,EUR,Pending,"[{'sku': 'SKU486', 'qty': 2, 'unit_price': 16.15}, {'sku': 'SKU472', 'qty': 1, 'unit_price': 25.05}]",False,False,Meera Verma,meera.verma@corp.org,Spain,04-19-2024,False,,,0.0,2025.0,,True
O00177,C0035,2025-05-13,329.21,GBP,Pending,,True,False,Vihaan Verma,MISSING,France,11/12/2024,True,,,0.0,2025.0,,False
O00178,C0031,2026-02-14,271.65,GBP,Canceled,"[{'sku': 'SKU389', 'qty': 3, 'unit_price': 22.77}, {'sku': 'SKU596', 'qty': 2, 'unit_price': 77.55}, {'sku': 'SKU838', 'qty': 1, 'unit_price': 127.03}]",True,False,François Jain,françois.jain@mail.com,U.S.,28/04/2025,False,,,0.0,2026.0,,False
O00179,C0035,2026-01-17,88.48,USD,Unknown,,True,False,Vihaan Verma,MISSING,France,11/12/2024,True,,,0.0,2026.0,,False
O00180,C0028,2025-04-20,0.0,GBP,Pending,,False,False,François Singh,françois.singh@example.com,India,2025/07/18,False,,,0.0,2025.0,,True
O00181,C0059,2025-10-05,0.0,GBP,Pending,,False,False,Rahul Gupta,rahul.gupta@example.com,France,12/05/2025,False,,,0.0,2025.0,,True
O00182,C9005,2025-08-20,0.0,GBP,Completed,,False,False,,,,,,,,0.0,2025.0,,True
O00183,C0052,2026-01-28,293.11,INR,Cancelled,"[{'sku': 'SKU472', 'qty': 3, 'unit_price': 66.06}, {'sku': 'SKU703', 'qty': 3, 'unit_price': 31.45}, {'sku': 'SKU197', 'qty': 3, 'unit_price': 56.14}]",True,False,Meera Singh,meera.singh@mail.com,De,30/09/2024,False,,,0.0,2026.0,,False
O00184,C0010,2025-05-24,154.7,EUR,Cancelled,,True,False,Maya Jain,maya.jain@example.com,Spain,2024/09/23,False,,,0.0,2025.0,,False
O00185,C0055,2025-12-08,270.66,GBP,Cancelled,,True,False,Vivek Roy,vivek.roy@example.com,Germany,12-24-2024,False,,,0.0,2025.0,,False
O00186,C0008,2025-05-06,358.44,GBP,Return,"[{'sku': 'SKU204', 'qty': 2, 'unit_price': 87.4}, {'sku': 'SKU910', 'qty': 3, 'unit_price': 112.1}]",True,False,François Khan,françois.khan@corp.org,United Kingdom,2024-10-04,False,,,0.0,2025.0,,False
O00187,C0045,2025-11-30,284.12,INR,Cancelled,,True,False,Aditya Das,MISSING,United Kingdom,07-22-2024,True,,,0.0,2025.0,,False
O00188,C0043,2025-05-20,57.75,EUR,Completed,,True,False,Siddharth Nair,siddharth.nair@example.com,Germany,2024/03/09,False,2025-07-27,PayPal,57.75,2025.0,68.0,True
O00189,C0003,2025-05-31,,GBP,Pending,,False,True,Neha Sharma,josé.nair@corp.org,United States,2024/01/20,False,,,0.0,2025.0,,False
O00190,C0011,2025-08-13,224.38,EUR,Completed,"[{'sku': 'SKU191', 'qty': 1, 'unit_price': 85.94}, {'sku': 'SKU858', 'qty': 3, 'unit_price': 79.76}, {'sku': 'SKU868', 'qty': 3, 'unit_price': 64.14}, {'sku': 'SKU300', 'qty': 2, 'unit_price': 55.76}]",True,False,José Nair,josé.nair@corp.org,France,09-15-2025,False,,Bank Transfer,224.38,2025.0,,True
O00191,C0048,2025-08-31,249.12,EUR,Unknown,,True,False,Ira Khan,invalid_email,U.K.,2024/01/10,False,,,0.0,2025.0,,False
O00192,C0010,2025-12-09,166.2,INR,Pending,,True,False,Maya Jain,maya.jain@example.com,Spain,2024/09/23,False,,,0.0,2025.0,,False
O00193,C0033,2025-09-10,98.81,GBP,Shipped,,True,False,Diya Mehta,diya.mehta@corp.org,India,2025-05-07,False,,,0.0,2025.0,,False
O00194,C0056,2025-06-15,329.95,INR,Canceled,"[{'sku': 'SKU146', 'qty': 2, 'unit_price': 63.14}, {'sku': 'SKU180', 'qty': 3, 'unit_price': 89.19}, {'sku': 'SKU803', 'qty': 3, 'unit_price': 5.0}]",True,False,Łukasz Nair,łukasz.nair@example.com,U.K.,22/03/2025,False,,,0.0,2025.0,,False
O00195,C0005,2025-10-20,1.0,INR,Pending,"[{'sku': 'SKU347', 'qty': 1, 'unit_price': 5.0}, {'sku': 'SKU982', 'qty': 2, 'unit_price': 28.71}, {'sku': 'SKU342', 'qty': 1, 'unit_price': 32.35}]",True,False,Rohan Nair,rohan.nair@mail.com,Us,01-Oct-2024,False,,,0.0,2025.0,,False
O00196,C0028,2025-11-04,225.86,INR,Completed,"[{'sku': 'SKU131', 'qty': 2, 'unit_price': 72.25}]",True,False,François Singh,françois.singh@example.com,India,2025/07/18,False,2026-03-12,Card,225.86,2025.0,128.0,True
O00197,C0046,2025-10-06,230.96,USD,Completed,"[{'sku': 'SKU512', 'qty': 3, 'unit_price': 60.92}, {'sku': 'SKU923', 'qty': 2, 'unit_price': 41.84}, {'sku': 'SKU179', 'qty': 2, 'unit_price': 96.59}]",True,False,Kavya Sharma,kavya.sharma@mail.com,In,2025/05/12,False,2025-08-18,PayPal,230.96,2025.0,-49.0,True
O00198,C0005,2025-06-07,253.92,USD,Refunded,,True,False,Rohan Nair,rohan.nair@mail.com,Us,01-Oct-2024,False,,,0.0,2025.0,,False
O00199,C0030,2025-12-17,186.57,GBP,Completed,,True,False,Arjun Jain,arjun.jain@mail.com,India,01-21-2025,False,2025-12-31,PayPal,186.57,2025.0,14.0,True
O00200,C9001,2025-05-17,234.43,INR,Cancelled,,True,False,,,,,,,,0.0,2025.0,,False
O00201,C0005,2025-06-25,66.92,GBP,Canceled,,True,False,Rohan Nair,rohan.nair@mail.com,Us,01-Oct-2024,False,,,0.0,2025.0,,False
O00202,C0041,2026-01-22,-38.1,EUR,Canceled,,False,False,Sneha Das,sneha.das@corp.org,De,02-Oct-2025,False,,,0.0,2026.0,,True
O00203,C0003,2025-12-09,182.84,USD,Cancelled,,True,False,Neha Sharma,josé.nair@corp.org,United States,2024/01/20,False,,,0.0,2025.0,,False
O00204,C0057,2025-10-09,316.77,GBP,Unknown,,True,False,  Kavya Das  ,kavya.das@corp.org,Spain,01/09/2024,False,,,0.0,2025.0,,False
O00205,C0042,2025-06-06,174.95,USD,Pending,,True,False,Arjun Patel,arjun.patel@corp.org,France,2025-01-29,False,,,0.0,2025.0,,False
O00206,C0019,2025-10-09,71.58,USD,Canceled,,True,False,Ishaan Roy,ishaan.roy@example.com,United States,03-14-2024,False,,,0.0,2025.0,,False
O00207,C0033,2025-07-31,247.55,INR,Pending,,True,False,Diya Mehta,diya.mehta@corp.org,India,2025-05-07,False,,,0.0,2025.0,,False
O00208,C0049,2025-10-09,234.3,GBP,Completed,,True,False,Dev Khan,dev.khan@example.com,India,15-Dec-2024,False,,Card,234.3,2025.0,,True
O00209,C0027,2026-01-25,330.92,GBP,Completed,,True,False,Meera Jain,meera.jain@corp.org,United States,29/03/2025,False,2025-10-30,Card,330.92,2026.0,-87.0,True
O00210,C0024,2025-04-30,135.69,EUR,Pending,,True,False,José Mehta,josé.mehta@mail.com,Fr,20-Nov-2025,False,,,0.0,2025.0,,False
O00211,C0035,2025-12-13,353.77,EUR,Completed,,True,False,Vihaan Verma,MISSING,France,11/12/2024,True,,Card,353.77,2025.0,,True
O00212,C0006,2026-01-01,0.0,INR,Pending,,False,False,Kavya Sharma,kavya.sharma@example.com,France,16-Dec-2024,False,,,0.0,2026.0,,True
O00213,C0044,2025-11-18,,USD,Cancelled,,False,True,Manish Das,manish.das@corp.org,United States,2024-11-19,False,,,0.0,2025.0,,False
O00214,C0018,2025-11-12,73.11,EUR,Unknown,,True,False,Aarav Jain,aarav.jain@example.com,In,2025-05-04,False,,,0.0,2025.0,,False
O00215,C0059,2025-06-08,344.16,EUR,Completed,,True,False,Rahul Gupta,rahul.gupta@example.com,France,12/05/2025,False,,Cash,0.0,2025.0,,False
O00216,C0038,2025-11-26,317.71,USD,Refunded,"[{'sku': 'SKU438', 'qty': 2, 'unit_price': 39.64}, {'sku': 'SKU702', 'qty': 3, 'unit_price': 87.15}]",True,False,  Arjun Verma  ,arjun.verma@mail.com,France,2024-07-27,False,,,0.0,2025.0,,False
O00217,C0049,2025-12-01,306.59,GBP,Complete,,True,False,Dev Khan,dev.khan@example.com,India,15-Dec-2024,False,,UPI,0.0,2025.0,,False
O00218,C0025,2025-12-09,188.46,EUR,Completed,"[{'sku': 'SKU624', 'qty': 1, 'unit_price': 54.64}, {'sku': 'SKU646', 'qty': 1, 'unit_price': 65.87}]",True,False,Aditya Gupta,aditya.gupta@mail.com,Es,30/07/2024,False,,,0.0,2025.0,,False
O00219,C0036,2025-08-10,60.64,USD,Complete,,True,False,  Kabir Iyer  ,kabir.iyer@corp.org,Spain,2024-09-11,False,,Card,66.7,2025.0,,True
O00220,C0030,2026-01-21,197.5,GBP,Refunded,,True,False,Arjun Jain,arjun.jain@mail.com,India,01-21-2025,False,,,0.0,2026.0,,False
O00221,C0037,2025-10-09,501.85,GBP,Refunded,,True,False,Renée Mehta,renée.mehta@mail.com,India,04-27-2024,False,,,0.0,2025.0,,False
O00222,C0021,2025-05-27,170.12,INR,Canceled,,True,False,  Renée Khan  ,renée.khan@corp.org,Germany,04-May-2024,False,,,0.0,2025.0,,False
O00223,C0034,2025-03-11,365.9,GBP,Pending,"[{'sku': 'SKU156', 'qty': 3, 'unit_price': 5.6}, {'sku': 'SKU618', 'qty': 1, 'unit_price': 79.86}]",True,False,Riya Roy,riya.roy@corp.org,Bharat,02-Dec-2024,False,,,0.0,2025.0,,False
O00224,C0032,2025-11-14,275.72,EUR,Cancelled,,True,False,Karan Sharma,karan.sharma@mail.com,U.K.,11/09/2025,False,,,0.0,2025.0,,False
O00225,C0030,2025-04-08,232.57,EUR,Pending,,True,False,Arjun Jain,arjun.jain@mail.com,India,01-21-2025,False,,,0.0,2025.0,,False
O00226,C0013,2025-04-25,152.38,GBP,Complete,,True,False,  Riya Sharma  ,riya.sharma@mail.com,United Kingdom,2025/06/12,False,2025-08-19,PayPal,152.38,2025.0,116.0,True
O00227,C0014,2025-12-20,0.0,USD,Pending,,False,False,Aisha Singh,aisha.singh@mail.com,France,09-Nov-2025,False,,,0.0,2025.0,,True
O00228,C0052,2025-12-21,284.69,USD,Completed,"[{'sku': 'SKU304', 'qty': 1, 'unit_price': 64.57}, {'sku': 'SKU924', 'qty': 3, 'unit_price': 102.7}]",True,False,Meera Singh,meera.singh@mail.com,De,30/09/2024,False,,Bank Transfer,284.69,2025.0,,True
O00229,C0025,2025-05-21,262.42,EUR,Complete,,True,False,Aditya Gupta,aditya.gupta@mail.com,Es,30/07/2024,False,,Bank Transfer,262.42,2025.0,,True
O00230,C0056,2026-01-11,128.39,INR,Shipped,,True,False,Łukasz Nair,łukasz.nair@example.com,U.K.,22/03/2025,False,2025-07-23,Cash,0.0,2026.0,-172.0,False
O00231,C0021,2025-10-26,339.77,EUR,Pending,,True,False,  Renée Khan  ,renée.khan@corp.org,Germany,04-May-2024,False,,,0.0,2025.0,,False
O00232,C0051,2025-09-18,309.25,GBP,Shipped,"[{'sku': 'SKU555', 'qty': 1, 'unit_price': 55.29}, {'sku': 'SKU391', 'qty': 3, 'unit_price': 22.06}, {'sku': 'SKU259', 'qty': 1, 'unit_price': 37.1}, {'sku': 'SKU347', 'qty': 2, 'unit_price': 60.33}]",True,False,Manish Sharma,MISSING,In,2026/01/13,True,,Bank Transfer,309.25,2025.0,,True
O00233,C0049,2025-04-03,44.34,GBP,Pending,"[{'sku': 'SKU990', 'qty': 2, 'unit_price': 41.66}, {'sku': 'SKU816', 'qty': 1, 'unit_price': 51.95}, {'sku': 'SKU682', 'qty': 2, 'unit_price': 61.44}]",True,False,Dev Khan,dev.khan@example.com,India,15-Dec-2024,False,,,0.0,2025.0,,False
O00234,C0029,2025-10-06,297.87,USD,Cancelled,,True,False,Riya Patel,riya.patel@example.com,De,29/03/2024,False,,,0.0,2025.0,,False
O00235,C0050,2025-12-05,49.27,INR,Shipped,,True,False,Ishaan Iyer,ishaan.iyer@mail.com,Spain,01-Dec-2024,False,2025-10-18,Bank Transfer,29.56,2025.0,-48.0,False
O00235,C0050,2025-12-05,49.27,INR,Shipped,,True,False,Ishaan Iyer,ishaan.iyer@mail.com,Spain,01-Dec-2024,False,,PayPal,19.71,2025.0,,False
O00236,C0054,2025-11-12,295.39,EUR,Refunded,"[{'sku': 'SKU159', 'qty': 2, 'unit_price': 73.93}, {'sku': 'SKU468', 'qty': 1, 'unit_price': 19.57}, {'sku': 'SKU358', 'qty': 3, 'unit_price': 94.28}]",True,False,José Iyer,josé.iyer@example.com,United Kingdom,2024-05-26,False,,,0.0,2025.0,,False
O00237,C0040,2025-11-26,110.54,INR,Completed,,True,False,Manish Jain,manish.jain@mail.com,Germany,18-Jun-2024,False,2025-09-23,Bank Transfer,110.54,2025.0,-64.0,True
O00238,C0035,2025-06-05,190.51,GBP,Completed,,True,False,Vihaan Verma,MISSING,France,11/12/2024,True,2025-07-02,PayPal,0.0,2025.0,27.0,False
O00239,C0010,2025-01-12,17.38,EUR,Pending,,True,False,Maya Jain,maya.jain@example.com,Spain,2024/09/23,False,,,0.0,2025.0,,False
O00240,C0053,2026-01-22,228.74,INR,Refunded,,True,False,Søren Khan,søren.khan@corp.org,Fr,03-May-2024,False,,,0.0,2026.0,,False
